fecha,viajeros
2009-01-01,24276.0
2009-02-01,24064.0
2009-03-01,30701.0
2009-04-01,26838.0
2009-05-01,22039.0
2009-06-01,32682.428571428572
2009-07-01,22039.0
2009-08-01,26116.0
2009-09-01,14624.0
2009-10-01,18819.0
2009-11-01,20356.0
2009-12-01,31722.0
2010-01-01,25731.95588235294
2010-02-01,23443.85714285714
2010-03-01,34880.68965517241
2010-04-01,23471.0
2010-05-01,20524.669724770643
2010-06-01,34560.5
2010-07-01,39975.85365853659
2010-08-01,26965.91891891892
2010-09-01,14759.723893805309
2010-10-01,19570.5766834207
2010-11-01,21201.86842105263
2010-12-01,29323.479169652877
2011-01-01,23994.477941176472
2011-02-01,23103.214285714286
2011-03-01,29279.25201666519
2011-04-01,26254.472222222223
2011-05-01,21458.0
2011-06-01,33120.357142857145
2011-07-01,37982.42386636895
2011-08-01,23596.891891891893
2011-09-01,14379.80612244898
2011-10-01,17760.5
2011-11-01,20867.28947368421
2011-12-01,29861.48449612403
2012-01-01,23657.45588235294
2012-02-01,23751.214285714286
2012-03-01,32299.60061732894
2012-04-01,22151.0
2012-05-01,22189.5
2012-06-01,36842.58928571428
2012-07-01,38390.05307454483
2012-08-01,24028.391891891893
2012-09-01,15487.0
2012-10-01,19702.5
2012-11-01,23180.342105263157
2012-12-01,33566.90697674418
2013-01-01,23784.0
2013-02-01,24170.0
2013-03-01,36196.56747404845
2013-04-01,22149.0
2013-05-01,23118.0
2013-06-01,39424.0
2013-07-01,40343.0
2013-08-01,26357.0
2013-09-01,15413.0
2013-10-01,20415.0
2013-11-01,23194.0
2013-12-01,35277.0
2014-01-01,26141.0
2014-02-01,25767.0
2014-03-01,35051.0
2014-04-01,29172.0
2014-05-01,24833.0
2014-06-01,39778.0
2014-07-01,41389.0
2014-08-01,27940.0
2014-09-01,16441.0
2014-10-01,21910.0
2014-11-01,24207.0
2014-12-01,36567.0
2015-01-01,26763.0
2015-02-01,27369.5
2015-03-01,37096.78445006321
2015-04-01,26476.5
2015-05-01,26109.79823269514
2015-06-01,42019.0
2015-07-01,41191.5
2015-08-01,28170.5
2015-09-01,18439.0
2015-10-01,24225.0
2015-11-01,26978.5
2015-12-01,38602.0
2016-01-01,29476.0
2016-02-01,29292.0
2016-03-01,41947.0
2016-04-01,26029.0
2016-05-01,27826.0
2016-06-01,43795.65625
2016-07-01,48287.759398496244
2016-08-01,28738.0
2016-09-01,18401.55389975113
2016-10-01,23976.0
2016-11-01,24653.0
2016-12-01,32782.0
2017-01-01,26090.228880161605
2017-02-01,29573.60850213212
2017-03-01,37271.804596466485
2017-04-01,31491.811572381484
2017-05-01,25736.36152076469
2017-06-01,44018.99999999999
2017-07-01,49780.51640000001
2017-08-01,29911.117100000003
2017-09-01,19986.5214
2017-10-01,26330.175400000004
2017-11-01,28914.489200000004
2017-12-01,42068.00000000001
2018-01-01,31991.0006
2018-02-01,31251.0
2018-03-01,46729.0
2018-04-01,30017.0
2018-05-01,30776.000000000004
2018-06-01,50738.99999999694
2018-07-01,53705.99999999999
2018-08-01,35057.999999999745
2018-09-01,22278.86899191812
2018-10-01,29262.571599989788
2018-11-01,35031.71926839621
2018-12-01,49575.73960998194
2019-01-01,35047.0
2019-02-01,33992.0
2019-03-01,44551.0
2019-04-01,37232.99999999987
2019-05-01,33982.00000000025
2019-06-01,52871.00000000017
2019-07-01,54990.0
2019-08-01,36383.00000000021
2019-09-01,23190.00000000007
2019-10-01,29738.00000000001
2019-11-01,34386.99999999978
2019-12-01,48382.99999999991
2020-01-01,38743.0
2020-02-01,38107.0
2020-03-01,17969.0
2020-04-01,0.0
2020-05-01,0.0
2020-06-01,0.0
2020-07-01,0.0
2020-08-01,0.0
2020-09-01,1134.0
2020-10-01,2890.563772446
2020-11-01,11267.0
2020-12-01,12291.0
2021-01-01,12140.0
2021-02-01,6427.0
2021-03-01,22824.0
2021-04-01,15805.0
2021-05-01,17568.0
2021-06-01,26751.0
2021-07-01,24815.0
2021-08-01,15851.0
2021-09-01,11086.0
2021-10-01,14356.0
2021-11-01,21432.0
2021-12-01,51522.0
2022-01-01,27488.0
2022-02-01,28326.0
2022-03-01,38922.0
2022-04-01,43043.0
2022-05-01,38791.0
2022-06-01,51958.0
2022-07-01,51030.0
2022-08-01,35616.0
2022-09-01,26932.0
2022-10-01,32604.0
2022-11-01,33302.0
2022-12-01,51836.0
2023-01-01,42980.0
2023-02-01,41407.99999999999
2023-03-01,55782.0
2023-04-01,44496.0
2023-05-01,41753.0
2023-06-01,61407.0
2023-07-01,62914.0
2023-08-01,45608.0
2023-09-01,33515.0
2023-10-01,28945.0
2023-11-01,45186.0
2023-12-01,68456.0
2024-01-01,53061.0
2024-02-01,56908.0
2024-03-01,66372.0
2024-04-01,48372.0
2024-05-01,50956.0
2024-06-01,71451.0
2024-07-01,71606.0
2024-08-01,51098.0
2024-09-01,32882.0
2024-10-01,39706.0
2024-11-01,49266.0
2024-12-01,72247.0
2025-01-01,53561.0
2025-02-01,49969.0
2025-03-01,61948.0
2025-04-01,52232.0
2025-05-01,51752.0
2025-06-01,68559.0
2025-07-01,73920.0
2025-08-01,52180.0
2025-09-01,33282.0
2025-10-01,46323.0
2025-11-01,56224.0
2025-12-01,79332.0
2026-01-01,58503.0
2026-02-01,56313.0
2026-03-01,73023.0
2026-04-01,55450.0
2026-05-01,54947.0
2026-06-01,65514.0
