fecha,prediccion
2021-04-01,1711.278654676465
2021-05-01,1414.935243132951
2021-06-01,1537.2528857807667
2021-07-01,1733.366065205616
2021-08-01,1704.6362567391375
2021-09-01,2829.997676916968
2021-10-01,3051.6205335167215
2021-11-01,3013.296729028149
2021-12-01,3474.7094801660546
2022-01-01,4165.096094180415
2022-02-01,2480.7700241042635
2022-03-01,3144.4648964549933
2022-04-01,1419.8720453986746
2022-05-01,1172.1233903916896
2022-06-01,1273.1057454974864
2022-07-01,1432.7784075462187
2022-08-01,1413.6195307964927
2022-09-01,2321.1531157302425
2022-10-01,2507.24075658052
2022-11-01,2487.2325939138154
2022-12-01,2891.693118375624
2023-01-01,3451.9233739438123
2023-02-01,2057.686387605654
2023-03-01,2582.840114487628
2023-04-01,1178.3465470903068
2023-05-01,971.0655100735243
2023-06-01,1054.329235534268
2023-07-01,1184.2300818852332
2023-08-01,1172.176751855187
2023-09-01,1903.333192181644
2023-10-01,2060.1309491117586
2023-11-01,2053.5130105525295
2023-12-01,2406.6273248052166
2024-01-01,2860.2300721732095
2024-02-01,1706.6794137439163
2024-03-01,2175.231947342924
2024-04-01,963.0886962568776
2024-05-01,797.389331027988
2024-06-01,866.5120101643053
2024-07-01,978.9382308482795
2024-08-01,959.5600401075999
2024-09-01,1610.7764350234265
2024-10-01,1734.5258182617176
2024-11-01,1705.1306135990997
2024-12-01,1949.9041397025487
2025-01-01,2346.471418370993
2025-02-01,1396.4618294696236
2025-03-01,1787.3202060927158
2025-04-01,798.8216438398213
2025-05-01,660.3968180005787
2025-06-01,717.532552155774
2025-07-01,809.1388833553503
2025-08-01,795.7189165922994
2025-09-01,1321.3859384537263
2025-10-01,1424.908082465644
2025-11-01,1407.0066689191467
2025-12-01,1622.5369531377146
2026-01-01,1945.023106310124
2026-02-01,1158.2583805738846
2026-03-01,1468.2765673695294
2026-04-01,662.7028452892494
2026-05-01,546.9770923777484
2026-06-01,594.1469108175808
