fecha,prediccion
2021-04-01,40465.03320779579
2021-05-01,33401.54499387535
2021-06-01,35259.23532802094
2021-07-01,37273.35771468587
2021-08-01,36039.036177639704
2021-09-01,27688.30782905518
2021-10-01,29983.379203818862
2021-11-01,34556.122978425934
2021-12-01,39805.48974958892
2022-01-01,34035.90200579735
2022-02-01,25595.54799853723
2022-03-01,26774.73285209603
2022-04-01,22062.902154215553
2022-05-01,16553.57854775236
2022-06-01,16891.67912440703
2022-07-01,17912.689371500164
2022-08-01,17443.30125186522
2022-09-01,12987.323746995897
2022-10-01,14265.92483866134
2022-11-01,16499.85393289256
2022-12-01,20438.45338668576
2023-01-01,16815.281821754434
2023-02-01,12674.625336680536
2023-03-01,10916.81785063383
2023-04-01,12063.898124515128
2023-05-01,8194.882926503811
2023-06-01,8085.341574594604
2023-07-01,8604.974107684404
2023-08-01,8437.740920265107
2023-09-01,6090.923780495157
2023-10-01,6792.347371050831
2023-11-01,7888.787911563194
2023-12-01,10496.381743612037
2024-01-01,8296.61866560437
2024-02-01,6260.473434034779
2024-03-01,8793.793301591357
2024-04-01,4042.5120692955534
2024-05-01,3656.4202145529357
2024-06-01,3993.6817159775737
2024-07-01,4210.532968284741
2024-08-01,4041.365669162023
2024-09-01,3205.1304977378472
2024-10-01,3424.58514529589
2024-11-01,3935.6626876608466
2024-12-01,4211.483682396141
2025-01-01,3736.6801446121754
2025-02-01,2799.779601107791
2025-03-01,3572.6166918882855
2025-04-01,2197.157196098629
2025-05-01,1813.4611375491306
2025-06-01,1914.3728171090443
2025-07-01,2023.782049175865
2025-08-01,1956.7324138690738
2025-09-01,1503.1121265066731
2025-10-01,1627.7828010965982
2025-11-01,1876.179019783213
2025-12-01,2161.330106467367
2026-01-01,1847.920073107549
2026-02-01,1389.4312263401762
2026-03-01,1453.4857794039035
2026-04-01,1197.5342137504567
2026-05-01,898.2620002132762
2026-06-01,916.6279767286774
