fecha,prediccion
2021-04-01,22500.768369420137
2021-05-01,17703.63152143431
2021-06-01,17673.030693799345
2021-07-01,18862.743059774773
2021-08-01,19933.13074286967
2021-09-01,14611.70376328244
2021-10-01,15047.544031460911
2021-11-01,15260.917872516078
2021-12-01,15437.587640642429
2022-01-01,16579.508853499985
2022-02-01,11819.132229713456
2022-03-01,11821.252145200435
2022-04-01,10885.322097415874
2022-05-01,7897.256335291364
2022-06-01,7596.080129204666
2022-07-01,8118.22960780913
2022-08-01,8465.300041392255
2022-09-01,5880.3554434790185
2022-10-01,5908.416342139148
2022-11-01,6386.871247311465
2022-12-01,8029.89570984946
2023-01-01,6931.028843371988
2023-02-01,5024.6564980110525
2023-03-01,4075.6798927659847
2023-04-01,5287.564296146406
2023-05-01,3520.470826155729
2023-06-01,3261.529811613058
2023-07-01,3489.6708880789442
2023-08-01,3588.5642204521973
2023-09-01,2363.8653742460715
2023-10-01,2323.805636136828
2023-11-01,2684.1150750678416
2023-12-01,4175.111412336004
2024-01-01,2885.8787140019804
2024-02-01,2128.8243878885096
2024-03-01,3260.2215311095706
2024-04-01,1519.3353859255215
2024-05-01,1290.1782490247078
2024-06-01,1336.1866034149095
2024-07-01,1423.979046693546
2024-08-01,1524.092033020907
2024-09-01,1179.529012167906
2024-10-01,1248.513353140983
2024-11-01,1191.0138721517967
2024-12-01,964.9599435407963
2025-01-01,1284.9060092889508
2025-02-01,900.9067544096049
2025-03-01,1117.9023369074087
2025-04-01,731.4343857814628
2025-05-01,575.2871922332386
2025-06-01,574.2911328115487
2025-07-01,613.0163668341
2025-08-01,647.8575727501986
2025-09-01,474.64469288676213
2025-10-01,488.83132897139643
2025-11-01,495.77666480665846
2025-12-01,501.5272800905607
2026-01-01,538.6969082024019
2026-02-01,383.7462629332514
2026-03-01,383.81526635450217
2026-04-01,353.35066737581604
2026-05-01,256.08888442536994
2026-06-01,246.28557448542068
