fecha,prediccion
2021-04-01,39.349228188396886
2021-05-01,148.89621028885063
2021-06-01,35.61440546028555
2021-07-01,177.66614324992213
2021-08-01,37.570627761738905
2021-09-01,3711.0198916797667
2021-10-01,972.2565016567925
2021-11-01,4530.222784467551
2021-12-01,883.5582523335848
2022-01-01,11125.79475815723
2022-02-01,730.0749981014396
2022-03-01,6449.621976014865
2022-04-01,15.36268039374868
2022-05-01,151.4506787332718
2022-06-01,13.622767492862387
2022-07-01,183.55808085154018
2022-08-01,14.162468043524155
2022-09-01,3895.544726567681
2022-10-01,375.3967515965019
2022-11-01,4835.123969337208
2022-12-01,335.36623151165554
2023-01-01,12080.104678254876
2023-02-01,272.19285415129974
2023-03-01,7128.232176639591
2023-04-01,5.005222579257747
2023-05-01,170.60642673541224
2023-06-01,4.267551286488534
2023-07-01,210.72266964670536
2023-08-01,4.3577457515020095
2023-09-01,4557.480702626553
2023-10-01,129.37983652532697
2023-11-01,5772.369415890547
2023-12-01,113.1403670973182
2024-01-01,14726.360392623188
2024-02-01,89.75252941770543
2024-03-01,8879.801013350489
2024-04-01,0.9515118912112447
2024-05-01,217.5994340354212
2024-06-01,0.6733366611230185
2024-07-01,275.0034473397021
2024-08-01,0.6624865619050155
2024-09-01,6085.048395901792
2024-10-01,38.486250168336376
2024-11-01,7899.608202924298
2024-12-01,32.711695658616
2025-01-01,20673.32864777703
2025-02-01,25.118037377539274
2025-03-01,12798.866642158691
2025-04-01,0.0
2025-05-01,322.76737553599696
2025-06-01,0.0
2025-07-01,419.4613917984494
2025-08-01,0.0
2025-09-01,9544.192979801404
2025-10-01,9.152760796308158
2025-11-01,12768.427218670877
2025-12-01,7.406980380237755
2026-01-01,34469.05615265489
2026-02-01,5.310674211840873
2026-03-01,22036.813389973835
2026-04-01,0.0
2026-05-01,575.2575224808613
2026-06-01,0.0
