fecha,prediccion
2021-04-01,8319.65802085704
2021-05-01,6729.584081960055
2021-06-01,6481.7395533198705
2021-07-01,6956.248521440864
2021-08-01,8901.914462813384
2021-09-01,13014.706239373043
2021-10-01,14405.77637000514
2021-11-01,16376.152843925527
2021-12-01,15731.01900690308
2022-01-01,15541.511792519252
2022-02-01,12851.32750646854
2022-03-01,14845.412654226247
2022-04-01,6415.594835698361
2022-05-01,5174.911015893356
2022-06-01,4978.608844687303
2022-07-01,5349.670368519153
2022-08-01,6874.842166760106
2022-09-01,9887.67792723695
2022-10-01,10980.06250692342
2022-11-01,12510.889336352662
2022-12-01,12193.32921028657
2023-01-01,11992.666032146382
2023-02-01,9894.017285039376
2023-03-01,11304.588914842654
2023-04-01,4948.53115560982
2023-05-01,3979.74425083922
2023-06-01,3824.3284892070983
2023-07-01,4114.319746542734
2023-08-01,5308.180003421732
2023-09-01,7509.78815541138
2023-10-01,8369.738495737569
2023-11-01,9560.397543892639
2023-12-01,9452.698714977885
2024-01-01,9252.826496794089
2024-02-01,7615.872370629251
2024-03-01,8882.539813296225
2024-04-01,3745.8127832506652
2024-05-01,3037.8082761681235
2024-06-01,2929.221267319543
2024-07-01,3139.761910771882
2024-08-01,4000.2041851757995
2024-09-01,5944.802346582661
2024-10-01,6561.461708292427
2024-11-01,7442.998738153052
2024-12-01,7046.370330589207
2025-01-01,6990.549943722549
2025-02-01,5793.479510303898
2025-03-01,6766.2881176499595
2025-04-01,2887.6714273600405
2025-05-01,2335.6476399182725
2025-06-01,2249.6037950065684
2025-07-01,2414.338422340347
2025-08-01,3089.812597332506
2025-09-01,4517.644874761972
2025-10-01,5000.580783164392
2025-11-01,5684.633679833271
2025-12-01,5460.663450897111
2026-01-01,5394.872491323902
2026-02-01,4460.924904250175
2026-03-01,5153.208708681462
2026-04-01,2226.6404241546534
2026-05-01,1795.9139249194186
2026-06-01,1727.7639695106998
