fecha,prediccion
2021-04-01,47.37389784923302
2021-05-01,99.48419966529073
2021-06-01,59.00929278440727
2021-07-01,121.66375624390899
2021-08-01,51.390279166527435
2021-09-01,3960.8904248777
2021-10-01,4104.527688137079
2021-11-01,16426.801273734523
2021-12-01,11676.572239593763
2022-01-01,17325.928515836666
2022-02-01,7390.1998166108115
2022-03-01,21071.037382798408
2022-04-01,36.45775678502546
2022-05-01,84.02014473942637
2022-06-01,45.660673232413224
2022-07-01,102.37674456983464
2022-08-01,39.89029868720567
2022-09-01,3325.9678387028425
2022-10-01,3214.333038906363
2022-11-01,13749.161491231329
2022-12-01,9173.046996698631
2023-01-01,14458.783127377963
2023-02-01,5822.059225151532
2023-03-01,17536.84922696244
2023-04-01,28.58650303370348
2023-05-01,69.58757402154141
2023-06-01,35.94166660930884
2023-07-01,84.63732654775018
2023-08-01,31.441931968524408
2023-09-01,2749.4959968636977
2023-10-01,2554.931051021581
2023-11-01,11345.780021918885
2023-12-01,7304.406326346839
2024-01-01,11911.4737540748
2024-02-01,4643.354503228746
2024-03-01,14425.404427245438
2024-04-01,22.631722564943875
2024-05-01,56.98448651162899
2024-06-01,28.54530225334389
2024-07-01,69.25919033678719
2024-08-01,24.977463319828942
2024-09-01,2253.0172169118473
2024-10-01,2047.848649757841
2024-11-01,9288.025768882619
2024-12-01,5860.824310824268
2025-01-01,9741.980434367142
2025-02-01,3728.944418373061
2025-03-01,11788.016846560684
2025-04-01,17.994393402816232
2025-05-01,46.34725174756397
2025-06-01,22.765078852399885
2025-07-01,56.32978888093456
2025-08-01,19.909276655037782
2025-09-01,1837.047060358384
2025-10-01,1649.1253915079005
2025-11-01,7569.370932561637
2025-12-01,4722.679878542312
2026-01-01,7935.143150021251
2026-02-01,3006.2436422546334
2026-03-01,9597.135748964167
2026-04-01,14.321112218011649
2026-05-01,37.531397623043006
2026-06-01,18.177172562670567
