fecha,prediccion
2021-04-01,9100.714915096147
2021-05-01,7403.5228120608335
2021-06-01,7206.867039352721
2021-07-01,7838.672621760487
2021-08-01,10087.450944157303
2021-09-01,14806.36826154919
2021-10-01,16726.716375931574
2021-11-01,19269.160227410874
2021-12-01,18731.247602902356
2022-01-01,20265.840828467564
2022-02-01,16931.4401045407
2022-03-01,20087.925804283295
2022-04-01,8794.212665709962
2022-05-01,7154.1738796125355
2022-06-01,6964.140533255071
2022-07-01,7574.6699238694055
2022-08-01,9747.720142209444
2022-09-01,14307.726882205736
2022-10-01,16163.406851941389
2022-11-01,18620.2333481546
2022-12-01,18100.435049454245
2023-01-01,19583.35051100287
2023-02-01,16361.236464012396
2023-03-01,19411.42681434542
2023-04-01,8498.031946909508
2023-05-01,6913.22182724567
2023-06-01,6729.5878955765675
2023-07-01,7319.557574830431
2023-08-01,9419.42984965505
2023-09-01,13825.877360861734
2023-10-01,15619.066899929041
2023-11-01,17993.15922412463
2023-12-01,17490.865247331185
2024-01-01,18923.843204919944
2024-02-01,15810.234556350966
2024-03-01,18757.709076518568
2024-04-01,8211.825178884706
2024-05-01,6680.383888178726
2024-06-01,6502.933869502422
2024-07-01,7073.036190192786
2024-08-01,9102.194804826848
2024-09-01,13360.254228009931
2024-10-01,15093.057715390614
2024-11-01,17387.20195898773
2024-12-01,16901.822842215333
2025-01-01,18286.544952261196
2025-02-01,15277.787758983552
2025-03-01,18126.00542713292
2025-04-01,7935.256486651932
2025-05-01,6455.3868178636785
2025-06-01,6283.912467551552
2025-07-01,6834.8164673428455
2025-08-01,8795.642719828853
2025-09-01,12910.311056452963
2025-10-01,14584.76200570421
2025-11-01,16801.650437881366
2025-12-01,16332.616569502663
2026-01-01,17670.707858273305
2026-02-01,14763.271224494501
2026-03-01,17515.574536923796
2026-04-01,7668.0013058914365
2026-05-01,6237.966573322694
2026-06-01,6072.266659429744
