fecha,prediccion
2021-04-01,22187.671323288283
2021-05-01,17335.12471718107
2021-06-01,19282.687438700694
2021-07-01,23363.027991021416
2021-08-01,26377.138596950103
2021-09-01,22727.63874345022
2021-10-01,21183.96845991824
2021-11-01,24084.698689563895
2021-12-01,21361.295549353315
2022-01-01,40547.773225092315
2022-02-01,30367.921275609384
2022-03-01,18292.313450725156
2022-04-01,2582.9504717590494
2022-05-01,2331.2426828516022
2022-06-01,2628.7335560753713
2022-07-01,3156.3293783973345
2022-08-01,3573.667231479927
2022-09-01,4332.866549529673
2022-10-01,4432.906877365475
2022-11-01,4386.133148385886
2022-12-01,1782.305371394983
2023-01-01,11336.45296665062
2023-02-01,7282.414598929372
2023-03-01,7216.89680332419
2023-04-01,2446.1671321194995
2023-05-01,1995.5109937703492
2023-06-01,2228.8646321098686
2023-07-01,2693.3382968681985
2023-08-01,3043.486716538889
2023-09-01,2905.063370766262
2023-10-01,2784.4019940038856
2023-11-01,3036.6026286875494
2023-12-01,2131.251394959331
2024-01-01,5813.934105748514
2024-02-01,4158.306746847036
2024-03-01,2907.7196525517284
2024-04-01,533.1845507531449
2024-05-01,466.7628708201611
2024-06-01,524.9267578092146
2024-07-01,631.6484779653296
2024-08-01,714.8503580696608
2024-09-01,806.8477584844957
2024-10-01,809.4908194059046
2024-11-01,824.6729004850744
2024-12-01,394.3496386509519
2025-01-01,1949.1773862900184
2025-02-01,1292.8404797454866
2025-03-01,1153.9683476654443
2025-04-01,324.83707499454266
2025-05-01,270.53133646789536
2025-06-01,302.8742884272484
2025-07-01,365.67986549028745
2025-08-01,413.50353793263366
2025-09-01,415.02429330116894
2025-10-01,403.24812662856743
2025-11-01,430.9390091222536
2025-12-01,269.34907709531063
2026-01-01,879.628171855666
2026-02-01,614.8497935086433
2026-03-01,462.3783601251249
2026-04-01,95.78720054149284
2026-05-01,82.50306715146014
2026-06-01,92.75506119830717
