fecha,prediccion
2021-04-01,12182.383406338442
2021-05-01,11266.281728267366
2021-06-01,14260.561412916244
2021-07-01,14382.8952079802
2021-08-01,11594.068459509046
2021-09-01,11086.351339535531
2021-10-01,12876.081612330672
2021-11-01,15804.462783581033
2021-12-01,17904.310795932633
2022-01-01,14008.609778576452
2022-02-01,11379.003966286744
2022-03-01,12433.973237534752
2022-04-01,7347.43045004712
2022-05-01,6501.903507934234
2022-06-01,7938.8582533314375
2022-07-01,8120.675176466532
2022-08-01,6628.936482017372
2022-09-01,6169.645946260738
2022-10-01,7314.229196907798
2022-11-01,8898.359353817597
2022-12-01,10288.694325560264
2023-01-01,8105.087346392969
2023-02-01,6513.982949895225
2023-03-01,6516.507030999945
2023-04-01,4437.640959199421
2023-05-01,3749.3789684881394
2023-06-01,4416.955701716727
2023-07-01,4585.116500250261
2023-08-01,3789.401694101842
2023-09-01,3433.3205321951596
2023-10-01,4155.819531249602
2023-11-01,5011.341276093474
2023-12-01,5913.281540196473
2024-01-01,4687.421655216201
2024-02-01,3724.4257446987144
2024-03-01,4677.77012141808
2024-04-01,2084.8742504917172
2024-05-01,2010.5070612875413
2024-06-01,2638.8241529099255
2024-07-01,2625.818470849897
2024-08-01,2089.612458697487
2024-09-01,2053.0934244909613
2024-10-01,2336.896578923939
2024-11-01,2894.2226321479093
2024-12-01,3212.2586834564822
2025-01-01,2494.621215543455
2025-02-01,2046.1924004543844
2025-03-01,2447.331991749681
2025-04-01,1255.2146928117318
2025-05-01,1160.7564992444268
2025-06-01,1469.4932441036403
2025-07-01,1482.1069414369395
2025-08-01,1194.5542132425119
2025-09-01,1142.2040831816423
2025-10-01,1326.7411193948822
2025-11-01,1628.6831441007284
2025-12-01,1845.1960648397821
2026-01-01,1443.5147999894718
2026-02-01,1172.379159951852
2026-03-01,1281.1558318175987
2026-04-01,756.6882375426015
2026-05-01,669.5069240745529
2026-06-01,817.6696801716844
