fecha,prediccion
2021-04-01,48.60590209395336
2021-05-01,81.71257564318536
2021-06-01,50.57113837764346
2021-07-01,74.07259055885939
2021-08-01,74.14504321112426
2021-09-01,4212.164041323341
2021-10-01,4041.983051153214
2021-11-01,5851.098405240004
2021-12-01,1580.269279026767
2022-01-01,7734.618885841412
2022-02-01,6460.648207237218
2022-03-01,4818.155422304602
2022-04-01,0.6173792409020289
2022-05-01,1.0367270421966612
2022-06-01,0.623020881864911
2022-07-01,0.9529234359741187
2022-08-01,0.9888117989953394
2022-09-01,924.2401942712894
2022-10-01,979.6202147222364
2022-11-01,1365.710275196262
2022-12-01,175.81236436963258
2023-01-01,1900.6141027541737
2023-02-01,1608.6624601881354
2023-03-01,1587.66496663056
2023-04-01,0.258751392728788
2023-05-01,0.7914306031040328
2023-06-01,0.28263666548733574
2023-07-01,0.6771282560288775
2023-08-01,0.6953457747767731
2023-09-01,311.4407477074082
2023-10-01,316.0719249607732
2023-11-01,448.2698186930585
2023-12-01,79.22631261856338
2024-01-01,610.2453819888511
2024-02-01,513.4113751498122
2024-03-01,448.1228737359365
2024-04-01,0.0
2024-05-01,0.0
2024-06-01,0.0
2024-07-01,0.0
2024-08-01,0.0
2024-09-01,86.40337826621743
2024-10-01,89.40022202186074
2024-11-01,126.16856631734954
2024-12-01,18.721523327637254
2025-01-01,173.72259471035613
2025-02-01,146.41634422902197
2025-03-01,134.79945564292504
2025-04-01,0.0
2025-05-01,0.0
2025-06-01,0.0
2025-07-01,0.0
2025-08-01,0.0
2025-09-01,25.54983380731783
2025-10-01,26.23281774112599
2025-11-01,37.430539835706135
2025-12-01,5.339254606181497
2026-01-01,51.57524354879044
2026-02-01,43.3093958782044
2026-03-01,38.870683412048194
2026-04-01,0.0
2026-05-01,0.0
2026-06-01,0.0
