red,nodo,grado
autor-autor,UCHhHUjaMAZ8SiXdCUCj9DkQ,127
autor-autor,UCHu8x4MVkayU6VgwVKd--MQ,6
autor-autor,UCIUhbSCy3-SGRe5UtqM4fzQ,24
autor-autor,UCIXLDYqR_syskKRJy_x9W9Q,12
autor-autor,UCIgoiXdIKJyUGmUoH2Lxdzg,17
autor-autor,UCIp19h9igblA2YKfSLPDAug,24
autor-autor,UCJp3OrVYcBorC94sKwdch_A,9
autor-autor,UCJxJC56BSAX-ArD0NAb9qnQ,1
autor-autor,UCKDR0f2fu2UzWL8mBv5-BHw,127
autor-autor,UCKVzDUqbtdSMBcexaEtMmzQ,3
autor-autor,UCL13XhnRzbGokEkCkEOb0-g,127
autor-autor,UCL1MT278vSaQ83ZDkVWn1gw,127
autor-autor,UCLFdHr9BEbXHkoJopbEPLZw,127
autor-autor,UCLXYp1Cvc5DLtq5UQL5D9vw,12
autor-autor,UCLggDc_a5HriXv7I1h02sOA,127
autor-autor,UCLh1Kde4_vI1sTZBkTNP7RQ,6
autor-autor,UCN2N_wYOw6fMwCeSzdXLPIw,18
autor-autor,UCN6qbfPSzFtjhqUDZ3Cv3CQ,127
autor-autor,UCNBnKqWf4d-rS4HwJRQljmQ,127
autor-autor,UCNIeXbV_mEwpa412h1aqUWw,18
autor-autor,UCNiMNUJvaRJb0_QLClqwVnA,3
autor-autor,UCNkcuy42zEwddwEcOd_HpnA,127
autor-autor,UCNpt5CQlTzNjlAKY6CJtClQ,48
autor-autor,UCO0zwwLWGyDgQmWPJ5Qrr1w,12
autor-autor,UCOARn3hnfkB7-_Rwa8Hoqcw,5
autor-autor,UCOLGv5Pf6BF2wFcwUzgcvHg,127
autor-autor,UCOLHH4ZpMxPYF-Q6e6wvn5A,17
autor-autor,UCOS8ViEkccrTZx2w2ccxotA,127
autor-autor,UCOY3XpD9qMCRSA8AA8c4CAw,15
autor-autor,UCOcUI5XkTYNMSFhZNMIPpGg,48
autor-autor,UCOh6DaZC_x9HASnlRylEMfw,127
autor-autor,UCPLW0HE3siElqCgXfgWxMqg,0
autor-autor,UCPNXmbOBVeC4HS-xemvcPtQ,17
autor-autor,UCPZueDLrCS4BmTBRMA4q0fA,18
autor-autor,UCQIdKuZ-OzuFqy0KjGrgesg,2
autor-autor,UCQM2tCKRRytVDRxNUfCDqQQ,0
autor-autor,UCQMMuADgqWUOcJpLwHOzC-g,17
autor-autor,UCQ_-LPP8JAbfkc-b1Q6NvWw,127
autor-autor,UCQgYjVngJRfPHDLGB5X6ZjA,127
autor-autor,UCQqetiwzzmRNTM5OWuXarGQ,127
autor-autor,UCQqlPPUGqAfWjd-FSh_qn7Q,48
autor-autor,UCQtICyzWmhC5woCtbNgaSmg,127
autor-autor,UCQtSFINs1h6GHkpg9o5kMvg,127
autor-autor,UCQyOePccUP-fIJYzchAgZYw,48
autor-autor,UCRAquv8el-tQ30bN7MlmySQ,48
autor-autor,UCRETAiYdh2dL5ZxB0_N1zDA,127
autor-autor,UCRcSR3Lvn9DZAmJpVPANfZQ,24
autor-autor,UCRelkU8JiZBytTzebJxaa-w,127
autor-autor,UCRfkkatKrNtAARnXMMYBGlA,31
autor-autor,UCRlCV9zSn7avAWh-9_XFWqQ,127
autor-autor,UCRvPToDkkumha7WJAfCDk1A,48
autor-autor,UCRznz9-N3Qc1w-qNdLSIY2Q,24
autor-autor,UCSTAUWVc1_82DHYeqOsqEFA,24
autor-autor,UCSou6a2OuYGSvPjm5psquyA,127
autor-autor,UCTD6q1nyIe3Y7HhqjaMj72w,127
autor-autor,UCTP3O0rMnc8z8v8jaDQwL0w,127
autor-autor,UCTTILH6QCIxbTnEWxwRqs1g,15
autor-autor,UCThW2XNsAaBKme5PUt7n-Zg,127
autor-autor,UCTwSut16JyAg3mX6LVUNGqA,127
autor-autor,UCTylKrsqkrBKIqubMu_5N0Q,127
autor-autor,UCUIIIPTVDVHAXqhC_5V6lPA,127
autor-autor,UCUoYsrx1oZnCZ0usbBJn4fA,48
autor-autor,UCV0iizTBoOfdAFX_thfI9BA,127
autor-autor,UCV0lM03g5fg5pbPj97-sAtA,48
autor-autor,UCV3fr-YOixFKCZBbJP1-X4w,31
autor-autor,UCVC2QugcI1G4RvlCiUqd1aQ,9
autor-autor,UCVQf0tzL7xRzFJsABVVULpg,18
autor-autor,UCVdjCrh4tQoX3haNAZv-n5A,17
autor-autor,UCVhif9eV0f8plICen2DnpKA,5
autor-autor,UCW-JC6lebVmf2P1dmY_L94g,48
autor-autor,UCW80DaMjQlEUibC98Cot-Dg,48
autor-autor,UCWIZUtKJ636y-4TYrNvok0g,127
autor-autor,UCWWkebAekppaL5b5CNlppuw,2
autor-autor,UCWaRixDdpgllTBf4V0jPnKQ,31
autor-autor,UCWoAVGVqCn4xtINCMOTM4jg,48
autor-autor,UCWvntqPQx99k_Z_skWKqNSA,31
autor-autor,UCXN2s7DwTJm33xO-pNkAdaA,12
autor-autor,UCXO1BBohNWXkK9SBDAG2ySg,15
autor-autor,UCXSkL3ejZ8qWYyF_M7s_QKA,127
autor-autor,UCXVLc8CmAO813ubM-fLvCDw,15
autor-autor,UCXXh7yg5KUFIWylTiKVEFKQ,127
autor-autor,UCXgr7vXlRrsaskPdo097kGA,127
autor-autor,UCXl30Y_upRqbti52fmjK4YA,15
autor-autor,UCXmrpc6Li0spcKxtS0Q_ptg,24
autor-autor,UCXr8_5WtGeipe4haOoQDgyQ,127
autor-autor,UCY7Hq7F9Lnucf-Yr6JkHZNw,24
autor-autor,UCYN4wSQ1Sx4_LurxLlW7MPg,127
autor-autor,UCYwpX26TrCxq8TvbKGRYLXA,127
autor-autor,UCZ51R_9Q9C0c8I3pAWhtmjQ,127
autor-autor,UCZFQwqh90apuL8eFhvRBkUg,31
autor-autor,UCZIQnb1fkwe39Iw2TAu-bGA,5
autor-autor,UCZLG9qH0tUjNhEGFIUt0CYw,127
autor-autor,UCZOmq6MwFDVoCaEl99BRRaw,9
autor-autor,UCZeIIQrGAedW8tCbKWmGY-A,48
autor-autor,UCZjm6U576nX8WOiLhmMR3bw,17
autor-autor,UC_3xuTXvMIWU5MYP9HkJ3vQ,12
autor-autor,UC_6KbBY1bsYXz9fwFS0eQRg,9
autor-autor,UC_LYoGs5C3mbZKZuKuqYCvw,48
autor-autor,UC_NRVt2UP88ZNTwzrZ66JSg,0
autor-autor,UC_ljZ1hZXR9pzexFz87P5ZA,24
autor-autor,UCa36MjQLoPAmgJo-R3G8WQA,31
autor-autor,UCaKAjTW9MVub_clgr4DRYjQ,48
autor-autor,UCaT4saRcyqCLE657Rq2hhZQ,31
autor-autor,UCaT6M2zp7X6r6Whd8Vv3kHQ,24
autor-autor,UCat2qkYvqmtDNEmo2PVuhXw,17
autor-autor,UCbNanjFI51cwGqMAb2rOrBw,17
autor-autor,UCbYoNG5J3Au5BqtbXogfEFw,18
autor-autor,UCbrtvygfRT6QXqWDNrOf-cA,23
autor-autor,UCcFIBN-rtC3d3hXeuN5TfWw,15
autor-autor,UCc_F88PzGWtA1OPNUEASulA,15
autor-autor,UCcfdg8crmMJwEuLUsAhV7yg,127
autor-autor,UCdFlugHJJa4l3YqWuNRmvXw,54
autor-autor,UCdQAuWwyC99MB7Y02Umj26Q,15
autor-autor,UCe8JZoYkX5oKUZyivHYdXhw,48
autor-autor,UCeDNEtI8_a42bZ47wJiJMwQ,48
autor-autor,UCeQk-WfEA-cJRq4EKeE7TOw,31
autor-autor,UCefAH1MbvADWUjE9WVcB9EQ,15
autor-autor,UCf5lnNZF7Qrtli9v4N_23WQ,18
autor-autor,UCfM3nrxtTQMY5jFx1v1J4Gg,127
autor-autor,UCfRqgt2O-vjzUDMZY_tnxQw,6
autor-autor,UCfXykdbSU97rj987LDUGfvg,12
autor-autor,UCfjhejO7LZy4doXURa7LZCQ,12
autor-autor,UCfo_yUPzy1f1POwwZxhZ06Q,31
autor-autor,UCg3eIfd7BrsLEqS0BLkftHA,18
autor-autor,UCgGqw4aqMdMVSGkKiMgrJRQ,31
autor-autor,UCgJNFj5dnxXpcMvmuhZDPxA,48
autor-autor,UCgLrWFdYitoP-b7-PxtUr-w,24
autor-autor,UCgLurCo-e019HGODcjXHWCw,24
autor-autor,UCgQJgI9vu1FI2dnC9mrFthw,18
autor-autor,UCgQw_Sbq3ugruDUKsq1e0-A,48
autor-autor,UCgvw7xIdGFupzpt1Y_BFkEA,127
autor-autor,UCh5ESQvtzyHDhCA7XyekCFA,127
autor-autor,UChT7pzGytNd92Nmvi-zuWog,15
autor-autor,UChZknRmJkeGeQk0-mQuhDOg,127
autor-autor,UCheEJ5GZuIvV0fj-nXyVwXw,31
autor-autor,UChep9kVb5gQmpodEEl10Xlg,127
autor-autor,UChgkn5Jt5tWKYMoEOuCjz3Q,127
autor-autor,UChs3tU2BcKOT0CezykvAsGw,127
autor-autor,UChyps3dqY-VY1_wLeq-2lhw,31
autor-autor,UCi-vPdnpQreC7BkFs40mJGA,24
autor-autor,UCi1b_TRQfgO1Z9O2gNGGWNA,127
autor-autor,UCi2KiZq63sRq8Mfbcp-MelQ,17
autor-autor,UCiC-Jn7wdgyQV4_Urk0DkWQ,48
autor-autor,UCiGRBf2RNF0WRKhRVT7zFoA,127
autor-autor,UCiMythXHsw7eQEMykCdmMUA,127
autor-autor,UCiOZX__1gahg1ypIj0_XG_w,31
autor-autor,UCipetjeiWj4CZB6EbyYziZg,127
autor-autor,UCj-LL25XJnjxepPKCc3NGog,127
autor-autor,UCjJf-AJKRFFWtiN-CSwkDmA,9
autor-autor,UCjSKM9j0Q7HLDr1hD6D-TUw,127
autor-autor,UCjZgFEowMBrsjodqfovzdKw,43
autor-autor,UCjmPuazZJzscrwvk0QR9RVw,127
autor-autor,UCk4O-J1BhoqPmig1KLGJePA,6
autor-autor,UCkVtmkK07b2zaVVNssX4lOg,48
autor-autor,UCkbsS_3D-pvg1iHOld9uvIg,48
autor-autor,UCkd9W714-947dEE6ZOEBATA,127
autor-autor,UCkxdJ_yGN2gghOMo2ybQtXQ,15
autor-autor,UCl0ekS9Tt0jJGtOEM18S63w,127
autor-autor,UCld2stqxaVSk0QdGncM224A,3
autor-autor,UClhMWQ7XKWywYvbRnuf8QsA,48
autor-autor,UCljDbleJul41G1TzOjOZAVA,127
autor-autor,UClqA491Xa5fQcXcJJa-vTWw,48
autor-autor,UClsrFGJKWPxxw7MiaEdKLXw,18
autor-autor,UCmjppp6ujz3SAnULvP3sZMw,127
autor-autor,UCmvOgzmmXbjUthHy-WJ52hQ,127
autor-autor,UCnU8wO1OurAmGstDw6VGjgQ,9
autor-autor,UCoGdCoJg2Lh0OX_jv6cG16g,31
autor-autor,UColMq7LmaoY3MT6aIDGrGvA,48
autor-autor,UCozFYHN0e_-vlQbX3wQGOug,17
autor-autor,UCp29O_C7cchZV8IxV7Crdag,31
autor-autor,UCp4iw5_5SmV9VGTFSNVGOmQ,127
autor-autor,UCpIdtvoFHVLGASGB5ySqIEA,127
autor-autor,UCp_dAUfv8i3LW3zWc24dLaQ,17
autor-autor,UCpe5jW3MIqkgTJ-PgkzvM6Q,48
autor-autor,UCpl8rF8uv_8uui-QRvuJaRA,127
autor-autor,UCplrIQtaPj6au60_f2-mOYw,127
autor-autor,UCpsKOkt5iWTbenzeuq7dsmQ,183
autor-autor,UCq3mDTTRZnUybct5M9OSXbg,12
autor-autor,UCqCrvuoJpC-aVb0f4logQRQ,48
autor-autor,UCqilIa8r7iek5sGYg_q6ofA,24
autor-autor,UCql1n3Ey6ULMSOACjMe-fxQ,31
autor-autor,UCr1emrogPKkKTs_WTtx71xg,127
autor-autor,UCrJn_rbo_ENAdeqneS-RmRw,127
autor-autor,UCrqXyRsg-_hTosURZ-uvoKg,17
autor-autor,UCsGoJEvb-cFPZ2rWoJcXzEQ,48
autor-autor,UCsJJAvrVGupdmhOqgtDp8dg,127
autor-autor,UCsSXdJct-nsS8DsABoEsaYA,127
autor-autor,UCsUCN0Yq_UyTvKjOJLmNrnQ,133
autor-autor,UCs_5qeqdku9tGAq22y3OcuQ,24
autor-autor,UCsjs5Hp_r86x1xbK6FAeqaA,127
autor-autor,UCtCtts20bW6F9CSohau51Iw,31
autor-autor,UCtMBF_1O2jY2INlb_luuB_A,24
autor-autor,UCtNfIBnc5S5DbbQj_yxgJTw,127
autor-autor,UCtNyHmRZtvGF2hSvI2dUBWw,18
autor-autor,UCtUR3_CAiE7fCoZHM6cMfyQ,127
autor-autor,UCtiHFjFu7d5v2XxHnKFUYig,17
autor-autor,UCtowGNY2lnlg6O2CkwDgkLg,3
autor-autor,UCtsxPYw8VUsH_FfnKg-0lmw,31
autor-autor,UCu8_3-Wg-YzNyvHYQDEscfw,48
autor-autor,UCuP4UK33HKtJE_S39ksmaTw,18
autor-autor,UCuXmOjxC-htcprLgeVXz6Tg,48
autor-autor,UCueV9cTyTDwgQSec1x2dYgA,127
autor-autor,UCujPF2nBgsTD62nWE3lcpIg,127
autor-autor,UCusjriFsDHEc2AOjqk-p5ig,18
autor-autor,UCut6b9S98nv84cVX89PmKzA,127
autor-autor,UCvApqeCbLod-wejtT4CcVuA,127
autor-autor,UCvDwJBBY1mHK70aTEYl6rsA,31
autor-autor,UCvcu1kR8xMYy_I1Ty-2mV2Q,28
autor-autor,UCvl1tzQeBeGy6efPTRJXSCw,12
autor-autor,UCwCfs-2zbD5k0lG-UVg_JBw,12
autor-autor,UCwEe1RKlEv1UpNWmWYfSh4w,15
autor-autor,UCwO2SXr0ggzwg6QWWrr01nQ,127
autor-autor,UCwUAv3_LpWVtTIi7lkmTL7A,24
autor-autor,UCwW2OFy95P7ZBkOPxWkpvYg,127
autor-autor,UCwgCc9Jd_gG-uLE_SY-FfPg,48
autor-autor,UCwha8rxULYMVtNwZWeSkE1A,127
autor-autor,UCwjUvRseNtJoItylIyIez7Q,48
autor-autor,UCwxoKK59nGCeBqB2sXfDBIw,31
autor-autor,UCxKR3RA8T-kxMgq_2WWhRcQ,24
autor-autor,UCxcoDvP-g2_KTZDmVZtvb3w,15
autor-autor,UCxff05WuyvwELNITi7bj7UA,127
autor-autor,UCxhtlxPV8AYWaNNyU6S9H8Q,17
autor-autor,UCyJhqmMbsvjpoarBBStA2kg,31
autor-autor,UCySYJU5kUh7X8gVt9la2ISA,127
autor-autor,UCyW68EGZey4ao_Vf2cR5Ztg,5
autor-autor,UCylqlpsh8ENNM1LqgQ1KbxA,174
autor-autor,UCyor0Mmm0ivLX2jIdyGp84Q,1
autor-autor,UCyzf29IYjNw67gGIfsjgtxA,24
autor-autor,UCz3gu01bmjNv0DpRq-K3XYg,127
autor-autor,UCzSfZlOVxBSs5ObD25ywxDQ,127
autor-autor,UCzZ6dDCEsLMXbc5pCFXIprw,49
autor-autor,UCzoL2l5H5eVlorWGH8AZfAg,127
video-video,06mFNPU0aB8,1
video-video,3Nfp9h5avBI,0
video-video,6W4u8sGEnGM,2
video-video,JkpVO1hx2f8,0
video-video,OkXlHx0hx-8,0
video-video,PjmxCj-a9Hg,2
video-video,TT4qJ5FXHYE,0
video-video,UhL9y3KUl8E,0
video-video,WIUZtitfLRw,2
video-video,X_FAIef8qlE,0
video-video,b_Hkrkl3adA,1
video-video,is3Mk5oC19g,1
video-video,j43HgwYFKfk,3
video-video,lj983NWyAQY,0
video-video,n8iP75gIpmw,4
video-video,ndAZjHqzzT8,4
video-video,s0eco-BofOs,0
video-video,yLZS3JiEBg8,2
video-video,zweosulrwA8,0
